Porosity_v/v,Permeability_mD,Seismic_Velocity_m/s
0.17028391024607936,6.1726198739953,3149.5021454228727
0.18301106811191686,14.092050203040579,3102.3237447084994
0.20298954095262925,16.975944905282883,2958.0643112213857
0.18489573037651402,4.150444138254933,3036.606111847314
0.15348009706801602,5.534248788202543,3242.391777414804
0.20205688924418083,3.607334031574475,2940.7969148983443
0.16813088858821687,8.739750792104742,3179.7581948446395
0.21420777291905546,14.315691178410717,2843.8319551928307
0.17241727297298592,21.194964270293067,3189.3714170013527
0.24649803215052618,10.377421984934744,2791.139713368021
0.1765024012299129,22.57612350616645,3130.2894805661294
0.19033815451382974,5.015506252051334,3097.443776628127
0.22440551652109011,4.266926903121064,2961.2461396176786
0.16307407050698136,9.726082978346817,3235.3481507159995
0.2068237980381239,12.117101688887542,2873.837298242798
0.23921428262847286,9.837855191351304,2739.9497385208506
0.1517755029631632,3.5568098834586164,3209.8815562994
0.20553901575596914,9.564181943838621,2973.6094737306958
0.20779648382745272,5.208804374357827,2986.9005318861928
0.22345468615331932,13.977115253507481,2846.4393785757297
0.16289147867365755,12.01173653073718,3194.880944855566
0.16038630160747172,6.2503983632077835,3160.2993453449753
0.21565824696850694,7.734196764284294,2891.132875007868
0.2089095401969956,5.888364776567147,2885.1192441726107
0.2075147855103763,9.691464448476676,2916.264410142573
0.21039344628490927,16.121539794135312,2880.448538294637
0.17959925835264529,6.108749390493674,3053.2100455879067
0.20696761091483012,12.866259609732838,3017.844035256241
0.20879217419896046,7.67107133166169,2908.5691845636
0.178569457459209,6.727130490396748,3238.7718159458245
0.2559732353343427,9.478915519223698,2744.7997183723314
0.21421498762735364,5.9593650000443175,2938.1668680479756
0.16426089508392056,7.581874315943616,3135.7776355713368
0.2196966082590149,5.493942637591269,2936.5324526753748
0.17075954989318037,26.707586388602074,3117.4203592222098
0.22361253811227358,10.177881333489232,2888.0378001709
0.23475786737022214,7.047848119801076,2954.2148900623292
0.1753795304494487,11.129230755194547,3118.299352766524
0.22890128387732966,9.453840566985662,2912.9572469276354
0.21238342780809497,8.953999403741166,2902.924039703231
0.22466180479983472,13.594542738931402,2874.9415514759785
0.25690378947961845,14.604635057419182,2804.021084383683
0.1926383565199139,7.670137323449068,3005.459864511042
0.17738791506927531,7.498297334271436,3203.6828525534697
0.1733145671112343,8.715118223665854,3168.814761216602
0.17552569145103686,3.1633275971792933,3094.2482039501024
0.1976869487175769,4.6879226937362395,3043.185643364892
0.21023455924449932,19.806738869029733,2997.45492625884
0.20830072397990057,22.76146443658483,2989.5868782113566
0.22481549747108073,8.829223511581135,2797.4112766500734
0.20039005675633723,13.341287826178112,2961.6928574270705
0.2436060223147195,11.683880657199394,2769.5939566488273
0.19206029500286131,46.61980716208601,3035.976853530691
0.28160507499768855,17.503004444058398,2623.008229889091
0.21877002043295019,9.380436501285313,2915.034947881912
0.17428527330751153,6.2016468186571805,3061.8064155269376
0.16787322505816665,4.478830363954441,3179.6437672594648
0.21447417245729558,11.070865311590486,2958.1584249777134
0.19329611644022449,6.851103405191949,3061.5089401954297
0.22142001482276277,4.910904978658495,2946.938962163917
0.21419712873720637,7.237665074591931,2970.710464041413
0.19781513262029382,5.822973786845455,3033.8833408599526
0.17459618845794786,23.24653085889605,3123.5107721373283
0.15455458325942406,15.539807717454456,3144.17903702708
0.18660455143798937,9.960216141707944,3088.4581537666827
0.2256919638297042,20.958769746697573,2881.9245652096342
0.20642281232390614,10.394421279764527,2981.464880240238
0.1626278366386404,6.5009153647313225,3123.0233880157825
0.20519542777553548,21.416189005832216,2919.9700341019097
0.21155952139186512,13.092507432154417,2994.8600357073196
0.173484276913966,5.953397207290407,3130.6008577373373
0.20461175317836586,9.092189551645879,3011.0162689768017
0.20174626155338002,6.454489700801645,2992.684611039623
0.16571089106508133,5.008744212611403,3172.9333516493807
0.3143114944139313,1588.9743953959562,2500.0
0.32243138105472935,2597.9127138276644,2500.0
0.3433220497270111,496.94109208140617,2500.0
0.34215208208139614,1325.095614001566,2500.0
0.24489322528171634,722.2952540455143,2753.8090622198024
0.26248699840339507,783.8303346927842,2672.1064018095926
0.32060141068834636,743.6409444982736,2500.0
0.32055143803648833,649.2123728972679,2500.0
0.32060190745224193,1024.5575019584899,2500.0
0.45410925962618887,660.0266551372969,2500.0
0.3228356204277267,1144.7982411647633,2500.0
0.3454226256072239,975.1938036871478,2500.0
0.3381600705397281,887.3870587888621,2500.0
0.3260556500522319,635.2213037128874,2500.0
0.28738923021438617,749.4724909732575,2614.646075901501
0.3303587688197307,1458.9187992397833,2500.0
0.2690869914184971,1284.6143978397633,2667.9175562009773
0.2905272557303996,613.3757128481514,2591.8452611291737
0.2805854580868358,1050.9201909519634,2601.186909029592
0.3032749655754529,1456.0008909432706,2536.899190876003
0.39258634266694037,434.0035172895868,2500.0
0.22530939229633007,1312.1671668852866,2943.920410527629
0.3274504076149805,717.9812105168475,2500.0
0.23549136515241392,1330.1601310827423,2804.4012462159476
0.28112272536842264,682.7479110319811,2572.1112470878484
0.3435580238786946,405.57841307132213,2500.0
0.3025712007638185,443.18356849063997,2566.122603467443
0.25689020888282776,1024.333823835931,2689.405954228198
0.2713878516296013,1138.6703828281416,2622.051400997201
0.327183909957387,636.2534348463801,2500.0
0.2707853347313145,1376.1589232483248,2578.850800791714
0.308658343583279,435.71800119721513,2500.0
0.30182287359615256,967.4999562250197,2500.0
0.2739359860957673,545.7970367652408,2591.930191265957
0.385757763573013,721.8643389745921,2500.0
0.3253567608927204,1023.9823966091818,2500.0
0.2189942965336957,650.3746596781633,2982.5535419722255
0.30745817259077707,825.0776530936664,2500.0
0.27352854140926447,1653.9169845248346,2681.573412877507
0.33409733339184894,749.4273220190632,2500.0
0.26829917046269197,1518.6868637247449,2656.030962203918
0.295410542341324,568.4434589279435,2556.68826290171
0.32019949115921825,1303.3033617404012,2500.0
0.33463020776680485,2056.045155881152,2500.0
0.25198814371776895,290.5957217550318,2748.381891821808
0.286619950566362,671.3614403903408,2591.522810368597
0.28100218755356177,1334.4724745236608,2609.4474944275817
0.27386683069705153,903.4606768570287,2753.430853510287
0.3706181696112439,1203.9080056327243,2500.0
0.3161992684384382,739.3435409222409,2500.0
0.24956464182659818,1044.245790993137,2721.0197645457706
0.33671447788219105,925.1137114794252,2500.0
0.3848862478805053,1793.0014993196119,2500.0
0.34129861042204584,1135.6559592428414,2500.0
0.23922520136183945,1183.884914371296,2874.899205590296
0.2806306370853499,813.88314234238,2568.3094998857764
0.3506764459674649,783.6419087346932,2500.0
0.27169322137524876,805.5104574356233,2665.104670943076
0.31775277712584915,1218.0193686699565,2500.0
0.33098536213717344,810.1853418349267,2500.0
0.26292278113687667,1155.9094404242583,2695.532245358182
0.297618985757528,2822.7184199390417,2500.0
0.17034930639723708,1545.832115913392,3225.6287280803176
0.2590244943466284,849.5811921121776,2794.671411921634
0.28989727394427356,1823.2250912928737,2519.874195754413
0.250088672721406,815.4316398349358,2730.171558396171
0.3652964521572654,360.93324032846755,2500.0
0.2427943448815747,604.0833128008778,2802.7511150914775
0.28239822053212066,392.4304478025067,2620.9361109730385
0.30522962309144364,838.8220086675319,2574.362111481099
0.3576509315626446,1009.2517246521415,2500.0
0.24256551395282241,2312.244403634359,2747.2575680089653
0.34652655008619837,1177.5825927154588,2500.0
0.30040932244078344,896.2371144051281,2500.0
0.26073965395808196,1513.9207223384838,2694.6453815659006
0.3184841389705308,331.02292224613785,2500.0
0.3079623878229388,1125.0272741532442,2500.0
0.2759913249136482,1470.2502096364276,2631.232773013704
0.30279208339960073,477.45129565591554,2500.0
0.2845874561255296,1771.5892438280193,2636.4823830447563
0.3045406938100499,1184.4140784565311,2603.6431522434314
0.32648522698084187,812.4962688686899,2500.0
0.3634406726458141,1372.166576055518,2500.0
0.25048738004692606,3112.251530052312,2799.7711436188233
0.38532133498625065,1095.1957643628718,2500.0
0.2219164880190999,1132.140731481129,2982.752926191302
0.29392859619857664,794.7875364688275,2559.553428273415
0.32353268825938303,653.8206603800382,2500.0
0.3112396747094013,1514.625037415135,2500.0
0.27509201920717624,651.7840960291134,2679.975082993264
0.291675109985709,1036.431039508777,2582.648559131323
0.2802799626136467,787.5497596805988,2623.9638884871315
0.2764254097222315,1270.6008678491924,2671.2066858683
0.333984083880841,1181.5546279137536,2500.0
0.31428061943860186,1679.9599807158108,2500.0
0.2722836161895738,774.9101441155842,2671.017413431613
0.33598399501733,873.7705489083994,2500.0
0.3122919808350644,613.0052014219426,2500.0
0.3325144847535584,800.7979346938738,2500.0
0.32518515367694445,1207.6185098384178,2500.0
