GR,RES,POR,True_Lithology
33.54880245394876,20.653702886430455,20.27254527806596,Sand
43.61395605508414,27.206366445330577,21.17484490854507,Sand
55.38036566465969,12.820689244102804,15.094236505793246,Sand
39.64173960890049,25.815818760774796,17.454426813404343,Sand
55.64643655814006,20.051165305097935,26.100622802333575,Sand
13.802548959102555,15.092456744760245,26.93490314050385,Sand
48.21902504375224,22.310517371316354,21.252891881330864,Sand
40.870470682381715,20.99529847786735,23.7296708891673,Sand
37.009926495341325,16.998915614206027,22.93375046363061,Sand
40.91760776535502,20.349010424950094,31.236642425365712,Sand
20.124310853991073,18.0734320156912,25.35872473430373,Sand
37.80328112162488,20.56758672625624,21.6162472255577,Sand
43.57112571511746,23.310653372605234,19.133378678198724,Sand
54.77894044741516,27.93008408072676,17.18066103922728,Sand
34.81729781726352,13.810922505865754,22.61039090760167,Sand
31.915063971068122,30.665166873281333,19.73094776414709,Sand
34.982429564154636,10.239561002387491,17.73323887120698,Sand
49.15402117702074,19.241074524822082,20.060281347272422,Sand
43.287511096596845,22.941586032422883,18.755355989156815,Sand
34.70239796232961,21.404959338675162,27.061424905217695,Sand
45.13267433113356,16.88650240089703,24.64491927084835,Sand
40.9707754934804,18.959388748213623,21.976082076050147,Sand
49.68644990532889,17.534995326705836,26.43983241667008,Sand
32.979469061226474,17.053176215278942,22.232104922942856,Sand
36.723378534022316,24.248010485105123,19.41614739601521,Sand
36.078918468678424,21.785077429825236,26.56937223180897,Sand
25.364850518678814,16.535452023696728,23.616730131053977,Sand
42.96120277064576,24.497999377166252,18.888261537020632,Sand
42.610552721798896,21.536497604383047,21.428983965749175,Sand
40.05113456642461,24.0643105941948,19.373145239845726,Sand
37.65412866624853,23.14814420961806,17.85160080710699,Sand
25.84629257949586,15.855024945389639,24.778532642594925,Sand
35.79354677234641,17.199094799015153,27.72824992141039,Sand
36.572854834732304,23.736468025616308,17.804297278542577,Sand
31.97722730778381,23.051851327167324,23.688907710071714,Sand
38.387142883339905,19.89549203017926,20.04807229263452,Sand
44.040508568145384,20.58663691654391,20.53862384870591,Sand
58.8618590121053,26.388324478942124,20.222818227283394,Sand
41.74577812831839,17.04214305582085,19.40802769096055,Sand
42.57550390722764,22.735486905850188,22.14556488383448,Sand
39.25554084233833,18.98903673783053,19.507149650766888,Sand
20.812287847009586,18.9115939838639,22.811370477339516,Sand
39.73486124550783,25.49388425993595,21.849285671652588,Sand
40.60230209941027,24.12708174494015,21.28315585940077,Sand
64.63242112485287,24.067548180003193,19.277309013875207,Sand
38.076390352188774,26.527394035771646,20.269686008295,Sand
43.015473423336125,20.105019208163796,24.26617367747727,Sand
39.65288230294757,23.40976485647482,23.502751562873144,Sand
28.313219623804677,18.44866621703272,19.067334265604348,Sand
51.42822814515021,21.62083176244221,22.297996916287676,Sand
47.519330326867745,19.349284728161578,24.254161370115366,Sand
47.910319470430466,20.48497982496359,16.991784156635884,Sand
30.90612545205261,22.97578512718457,23.630080577139804,Sand
54.02794310936099,15.908896583832638,20.01212872316246,Sand
25.981489372077192,30.461936378427303,23.711796005779476,Sand
45.868570938002705,14.96991309250149,19.710222530372448,Sand
61.90455625809979,13.92905693606134,16.585353698006443,Sand
30.094636748693116,25.790554367500338,17.117372686350514,Sand
34.33702270397228,23.95831346981468,22.144254839984146,Sand
40.99651365087641,23.120599085260775,22.779167505164445,Sand
34.96524345883801,23.1417275463214,19.287050124686775,Sand
24.493365689338674,19.938766135765427,23.915777376332123,Sand
40.68562974806027,15.513728142570843,17.01543981319312,Sand
29.37696286273895,20.37902279096863,21.80176060405805,Sand
44.73592430635182,16.61419144243944,18.36695140071263,Sand
30.80575765766197,24.875598667088756,20.044491676593523,Sand
55.499344050175395,19.264713092489306,22.142196013949242,Sand
32.16746707663763,15.872514016037442,19.418759904148143,Sand
36.77938483794324,18.393070791735035,20.846333367310525,Sand
48.135172173696695,22.06465727137812,25.018878427643322,Sand
27.69135683566045,17.181377235980126,20.269324391430555,Sand
42.27459934604129,15.888898022167844,24.507076336195425,Sand
53.07142754282428,21.218436057459563,18.610879436027147,Sand
23.925167654387725,21.224832855543614,23.589412533745847,Sand
41.84633858532304,17.46528412314435,26.3247058619737,Sand
42.598827942484235,17.644808471908387,14.585066499618133,Sand
47.8182287177731,21.16024968678818,19.60931423358857,Sand
27.63049289121918,12.759578292513378,23.73121638154162,Sand
26.795433869157236,12.962681128117223,21.39086384187102,Sand
45.21941565616898,16.40777889373782,23.113437620113928,Sand
42.96984673233186,18.932764241440765,20.18804443985254,Sand
42.504928503458764,21.554537827990025,22.259769362418698,Sand
43.46448209496975,27.376781084747762,21.53296829382376,Sand
33.19975278421509,24.288298116010097,25.50334618497942,Sand
42.322536971610035,19.200307350182864,22.76326252990364,Sand
42.93072473298681,19.904918960486555,23.012807986225607,Sand
32.85648581973632,14.987353176810956,20.764369101632596,Sand
58.65774511144757,19.90743432003805,20.53718132778252,Sand
44.73832920911788,18.55670680539931,20.702325436541138,Sand
28.086965027973513,21.613592801690448,23.18335642713489,Sand
46.5655360863383,15.863845282238385,20.737046557539212,Sand
30.253183297726785,22.596732571205862,22.869324570689237,Sand
47.87084603742452,27.66369456501289,28.226202395936316,Sand
51.58595579007404,19.456199257715713,24.613374110295076,Sand
31.793176816482895,22.008558610494706,21.021929403496475,Sand
49.63376129244322,23.450719958555563,25.603641766491833,Sand
44.12780926936498,17.993897640570818,20.775773880935347,Sand
48.2206015999449,21.120462409052084,15.885626394466438,Sand
58.967929826539475,20.062962003908975,18.97574106724779,Sand
37.54611883997129,20.48838049274416,16.387624236922434,Sand
32.4626383564251,16.13495108072267,20.945459547876073,Sand
31.104855703744768,20.122550871294713,22.055255137568654,Sand
31.841897150345616,22.489991456227248,27.02931193682585,Sand
39.228982905858956,27.25571803897521,22.98078212129249,Sand
43.41151974816644,24.796354130426035,21.34269841357341,Sand
42.766907993300194,30.765912287557782,24.488216743550467,Sand
48.27183249036024,16.163262185559752,15.366594072976344,Sand
40.13001891877907,24.361603183603393,22.706843674325697,Sand
54.53534077157317,20.91671002869176,24.3125955816609,Sand
37.35343166762044,30.94901466608836,17.564241262660474,Sand
67.20169166589619,15.958508573224243,25.431262129620787,Sand
46.25667347765006,15.80139078909612,23.015489222483243,Sand
31.428424435837172,17.00303677277989,20.754136258297596,Sand
29.291075019388877,9.380521378450965,23.898345598318855,Sand
44.824724152431855,17.371224891596196,28.81207857341319,Sand
37.76537214674149,16.20433669223151,22.545598765175484,Sand
47.14000494092092,20.75196893238104,22.744661758901007,Sand
44.73237624573545,21.708779878885796,20.621917301379266,Sand
39.271710873431275,29.380854196079433,19.450466891605625,Sand
31.53206281931595,24.75211919093025,24.491007449632736,Sand
24.851527753141355,17.115481721687985,19.4317485222734,Sand
35.53485047932979,15.50792664325821,22.214698711658176,Sand
48.56398794323472,22.459595857532527,20.56702765970465,Sand
42.14093744130204,13.398833964896788,23.436939477239175,Sand
27.54261221288012,29.15729382927177,23.000986315860846,Sand
41.73180925851182,25.897200603606436,25.112619832773696,Sand
43.85317379728837,17.654121739476476,20.469950803435758,Sand
31.16142563798867,11.434327354545612,21.190375194119888,Sand
41.53725105945528,26.769361870827062,19.06370885265308,Sand
40.58208718446,19.42730077373691,20.667120219771665,Sand
28.57029702169377,26.189081559867308,23.131901479134555,Sand
91.35482924968028,10.814851417927994,19.498388591465005,Shaly Sand
66.16752013733561,6.451865815347878,18.31158420728192,Shaly Sand
93.0440888015849,8.28836233082295,16.149075924800435,Shaly Sand
100.33456788207427,6.613174133884873,14.382658055736066,Shaly Sand
86.20152354835551,6.696511317703053,17.745558284033976,Shaly Sand
108.151937188371,7.072483629594082,16.983713463554373,Shaly Sand
68.3931620134464,8.666401314901139,18.23798305006933,Shaly Sand
61.33017945032874,6.563754135009568,17.587929504204922,Shaly Sand
53.319196266435824,11.767268376720562,18.623881788298338,Shaly Sand
102.44066467233775,5.316178093341488,14.66191197109858,Shaly Sand
89.81548484531086,7.439385067515923,19.293485164085816,Shaly Sand
79.16622993634317,6.680806825177475,16.493999011731,Shaly Sand
84.19952939479731,12.3409336530612,21.18815218156316,Shaly Sand
63.11766429052435,8.589664329534724,14.27703045477608,Shaly Sand
116.68627969425239,11.095533618405906,20.339909507913124,Shaly Sand
81.93831772962841,3.5433188808890836,16.49477695865662,Shaly Sand
81.64092191907339,8.801150797607777,14.37145499096388,Shaly Sand
90.88649935848038,10.668892386870311,14.790285414864195,Shaly Sand
87.2151384760507,8.246851967826272,15.1991317295142,Shaly Sand
83.35826036418698,11.196441125196053,17.06041486600479,Shaly Sand
68.14288316832032,6.448134649698884,17.30708872008875,Shaly Sand
87.07202535703993,12.228042320556739,14.565749990153552,Shaly Sand
108.2303674471255,14.896694370857752,15.939113519347544,Shaly Sand
100.18130069232467,6.911484318681023,21.35567589652966,Shaly Sand
103.89779939959095,6.663492435797685,20.318857925251777,Shaly Sand
72.33176485353222,12.360153431353103,17.09080917418508,Shaly Sand
65.15592769612128,12.738716437192137,16.0950086954205,Shaly Sand
78.11319619850528,6.431419918540195,16.300078316795652,Shaly Sand
80.83587368433042,6.739439548712428,17.53379493182604,Shaly Sand
96.41287277706422,7.154646173418478,13.443018587003987,Shaly Sand
54.613030554277714,3.966648466897169,15.356558656441637,Shaly Sand
102.9432547919092,5.244044160547405,11.828539815306026,Shaly Sand
77.62988152131516,4.987577699743796,16.9980578065132,Shaly Sand
73.5967839507887,5.696607304687615,17.61798984925685,Shaly Sand
64.81843437109748,7.895945337839656,14.792033844251565,Shaly Sand
55.177149922013456,8.702644197609562,19.934966908225082,Shaly Sand
92.34755875942872,12.651501478442231,12.935585842494147,Shaly Sand
81.09976950782605,5.004937877783627,12.33906279947545,Shaly Sand
60.65058650388419,10.952967195429752,16.56112954639993,Shaly Sand
60.57381841904576,7.358033467323473,18.617745756530386,Shaly Sand
74.96322951064808,7.851608871042701,20.209819228644673,Shaly Sand
105.0353228793409,10.024458476499811,14.85278934282765,Shaly Sand
76.10612972954593,4.631833935313104,18.696702083578238,Shaly Sand
57.45285570322841,9.147229238552152,15.903728826248232,Shaly Sand
76.31385403871083,8.499356624639168,15.568431750147951,Shaly Sand
75.90914645378494,9.477353792024447,18.20914984371668,Shaly Sand
39.546700355876425,8.867505931723453,17.630807196033548,Shaly Sand
79.18557700223282,15.365900419732682,12.059019607539376,Shaly Sand
76.53598204686983,6.086780047246052,19.69135087431474,Shaly Sand
90.44309547220128,6.4070091349945475,19.45022838536863,Shaly Sand
107.73434142418017,6.130578420725707,14.436093246226177,Shaly Sand
96.89847544321637,6.333568642519236,16.989508833593522,Shaly Sand
75.96666964167754,6.087838618080447,17.235075465706846,Shaly Sand
63.40211136887494,11.567049593322656,16.651684414559767,Shaly Sand
118.60039704874791,12.261512743969565,14.62423711538645,Shaly Sand
80.88827651021732,6.287761118751571,14.320941580154871,Shaly Sand
80.2089393786942,5.502933280687314,15.936114822521386,Shaly Sand
79.63812369334995,9.414246669159212,18.93182254814841,Shaly Sand
82.97127141151782,6.3433308671570865,17.35900038648608,Shaly Sand
77.83459382114086,9.898795453266532,15.073464169784735,Shaly Sand
71.39506989679646,8.608769062553899,17.92924677662086,Shaly Sand
71.79711588139412,3.452767655008304,8.87864344842481,Shaly Sand
79.50870094676003,12.642515603990185,18.87191425093026,Shaly Sand
71.84862843299352,13.387633019286564,11.650715553054752,Shaly Sand
69.30731325984253,6.161633928546841,15.09389764649217,Shaly Sand
81.59645341537845,6.836895320192047,13.200825263434641,Shaly Sand
76.17534173868717,8.857596172174715,12.763296310697736,Shaly Sand
102.55989482874033,9.003370369961075,18.9020669684463,Shaly Sand
40.23545287410482,9.975632818018491,14.830746996720272,Shaly Sand
96.37260277883692,14.03061361629905,16.86625970432679,Shaly Sand
98.69127788746444,7.469158317517852,15.88269855280204,Shaly Sand
48.89914651387776,5.605108266384638,17.192602068057802,Shaly Sand
74.85968608879477,3.862042315956418,16.19205472765064,Shaly Sand
74.42838701006313,5.807209880174243,12.792519439528576,Shaly Sand
58.88732457923268,7.900619081378609,18.49066704861785,Shaly Sand
68.33274968613686,13.383673590553363,14.765608542096718,Shaly Sand
63.34136231801257,6.447166102891486,12.108545253350623,Shaly Sand
106.28405665135435,8.671363854916695,14.929712097585218,Shaly Sand
94.03517589721191,7.950731311781744,19.751899476585777,Shaly Sand
99.07332642491238,11.565179820344252,18.125554355283732,Shaly Sand
90.82508096064853,15.580797277620865,15.128369663980353,Shaly Sand
63.06422343174156,6.4073936812390375,15.126855739203927,Shaly Sand
72.1321960058034,6.531681672445334,15.195912371956544,Shaly Sand
87.34061841841877,11.132482631207216,21.191869958902103,Shaly Sand
61.66808286662082,10.045674468878934,16.954838630578884,Shaly Sand
90.69497645258582,13.5401219772081,17.075104117977673,Shaly Sand
76.39511902762797,9.751784555977892,18.575708635079607,Shaly Sand
74.37768788675604,6.922123727638821,16.596972897566285,Shaly Sand
90.66439952305237,9.771964492076927,15.352394635448242,Shaly Sand
86.6639496722906,11.326110741748723,15.509125377287555,Shaly Sand
74.5855075127138,10.461446543592093,15.820996851464841,Shaly Sand
97.38994705046372,9.521822093321893,15.906944408725396,Shaly Sand
63.78405008600154,11.200024068767462,17.81907385909245,Shaly Sand
89.23903410416395,11.507886771337018,16.12986471451825,Shaly Sand
88.89651886952575,12.14647697311258,17.83160019303895,Shaly Sand
75.35680341029014,9.946129662768929,15.798208549728544,Shaly Sand
84.89199533363177,7.498645759049437,16.196587975790226,Shaly Sand
61.23329635422046,8.440141059299968,11.00449828866973,Shaly Sand
93.86040528810352,11.61952689952507,18.290819186756202,Shaly Sand
77.22646795335517,5.549192987038292,16.86622118974498,Shaly Sand
72.1591546922144,9.106019926618703,18.49502527464913,Shaly Sand
95.73513838755333,6.819983563017918,8.759361554515777,Shaly Sand
69.4348446418586,8.086234468804452,21.22093676195182,Shaly Sand
58.873080554546604,11.835355587821896,15.651025929612066,Shaly Sand
56.65056239714144,8.57329720405971,18.77045704184379,Shaly Sand
89.0901492701846,8.139309644468446,13.400235182186172,Shaly Sand
60.793559712555755,3.920431577060242,17.531934762656423,Shaly Sand
106.32191272976547,10.238760698081663,13.36646109206586,Shaly Sand
48.77105888174417,9.936452543423226,14.440577598260488,Shaly Sand
105.44684552435058,14.48976416991638,20.785078384666967,Shaly Sand
83.16526200803928,7.076665295140997,15.523293998091633,Shaly Sand
78.54930332194411,8.657450982991817,16.543582182949308,Shaly Sand
71.82621369786575,8.748151051132266,18.175169326721885,Shaly Sand
85.98704171528107,12.732359839290423,17.23920471993151,Shaly Sand
79.43547946362727,7.714113402839144,16.37604726285894,Shaly Sand
96.54952823024783,8.837064577311018,16.912402506165563,Shaly Sand
81.71341472993059,9.823689529149618,22.00853896309569,Shaly Sand
82.25452642192816,8.559827369469074,15.855953007416037,Shaly Sand
74.54581681679217,6.660699156348415,16.502747616787417,Shaly Sand
79.14581564418398,8.582269978694923,18.62663599001903,Shaly Sand
84.6170265333809,11.220895249579316,18.76381483239496,Shaly Sand
54.347474110150614,4.920454101766819,18.96757576390095,Shaly Sand
59.77721866841431,8.398909022440629,17.59682555507296,Shaly Sand
91.14896141034072,5.89963755518248,13.142487718173792,Shaly Sand
82.56298157191912,11.585139886774527,20.08357883075274,Shaly Sand
77.24024995470981,3.430439285648676,13.13413651745328,Shaly Sand
80.27650899598089,6.323234458185235,16.756588663097585,Shaly Sand
85.21372558042506,9.131635625193562,14.114310374951605,Shaly Sand
71.90360479535957,12.696572087703021,15.839654133517518,Shaly Sand
68.3254291189653,7.802749216781036,16.8219060257587,Shaly Sand
82.93767882646523,6.334401419920405,16.803393038625682,Shaly Sand
65.32440833577452,13.64347120832177,17.054801885588212,Shaly Sand
86.12379133571707,3.655958298751268,20.034278172646616,Shaly Sand
54.46124593643239,1.4035821301397542,17.13383575378495,Shaly Sand
95.43733455988465,9.320043350159997,15.389608411773379,Shaly Sand
87.08896223619564,6.493837326942167,18.410217920720893,Shaly Sand
83.84044601470814,4.93630154860786,18.973676222311603,Shaly Sand
94.74036475918271,10.12506934189806,12.93098046215752,Shaly Sand
104.98211666693865,8.731402141313596,17.493500174624646,Shaly Sand
95.21555097527195,6.307764107789815,17.752931855777245,Shaly Sand
52.38688653002532,4.159086803987317,15.25609124160002,Shaly Sand
60.806345498964475,10.617371984840434,19.439267033279048,Shaly Sand
70.62772133456482,9.950603533875983,15.624861032418684,Shaly Sand
80.3913657531625,7.702472408661851,16.313941133678856,Shaly Sand
87.76488530703685,13.539910988142998,15.567320439290325,Shaly Sand
69.11384280269802,4.789745701021542,16.038947618953667,Shaly Sand
82.80150146715617,3.423424487225784,13.259312282761996,Shaly Sand
68.66925601470017,5.924275790356267,12.399872793514264,Shaly Sand
70.82723295512078,7.8632419509335065,19.98626265806243,Shaly Sand
58.900083547276665,8.730018347968075,13.88259662920418,Shaly Sand
66.15150130833644,7.27629182643101,13.521519126359232,Shaly Sand
59.724730915754996,9.05616618954289,10.616524715990714,Shaly Sand
65.36190120534,4.245381727428668,14.402595630776243,Shaly Sand
95.80462694911759,12.331293812219778,12.692275516481255,Shaly Sand
65.75901666752085,7.753546464822294,20.105037900340925,Shaly Sand
119.48573097256086,11.351887494764384,18.524542723356586,Shaly Sand
87.39976851321333,9.028176039133113,14.279624137055691,Shaly Sand
82.77254185542311,9.370259657461352,21.63108951336077,Shaly Sand
67.1246332972818,9.709301840696611,18.454413717478985,Shaly Sand
90.50464819113488,9.343125680051944,15.187921541228445,Shaly Sand
71.36543260643339,9.928168279602632,9.751485712816066,Shaly Sand
81.83014721968043,11.987457590397295,21.727356431476856,Shaly Sand
118.40126807403192,8.58956350910441,12.52606883309101,Shaly Sand
78.55910150413025,10.127011272765536,11.886503132607771,Shaly Sand
97.23909989428513,7.73079291713832,18.5564260800241,Shaly Sand
69.45235362311169,12.320351646348419,22.09938101584818,Shaly Sand
79.47517264254557,5.970823093822191,19.460682046276297,Shaly Sand
106.56200953453265,13.402821298732448,17.4097728001309,Shaly Sand
70.5954941331835,7.87952614806697,17.486885854163216,Shaly Sand
107.18672836995393,3.7076746936458553,18.133538896950768,Shaly Sand
90.61627903183214,8.384313244732368,17.897321474466914,Shaly Sand
71.56299836158598,5.9568450275753575,16.70297855992344,Shaly Sand
89.48611608583282,10.521930646966172,16.26050275987969,Shaly Sand
94.58831674440094,6.042128062092827,15.843517180251194,Shaly Sand
89.32714943325794,6.661449700355661,14.11508852783331,Shaly Sand
56.446629201643155,2.331377807163407,15.298312307833065,Shaly Sand
69.09294236262697,6.64308104225277,11.767607964511537,Shaly Sand
76.28722046672743,0.7283620201131296,15.754150933013126,Shaly Sand
78.8834985634993,3.24829152954283,13.528522232122707,Shaly Sand
89.31008146326018,10.281243968432893,13.241026706960572,Shaly Sand
82.66551501399881,10.357400475952497,16.449735377883695,Shaly Sand
59.96983461934848,9.276372685354895,19.4800057158615,Shaly Sand
85.70296776508945,5.099071570612361,18.29579151500578,Shaly Sand
89.15878617925735,7.8568659315740605,12.073748490942057,Shaly Sand
88.3968567189656,7.9891923827282945,13.525929658574157,Shaly Sand
96.21171088331933,4.524905932422372,18.35192796997054,Shaly Sand
92.50883231823356,12.510194905301452,13.543781516154226,Shaly Sand
86.88770118842655,10.632086871727015,15.438417125007438,Shaly Sand
78.94751432812029,7.337107478511008,17.37513024756138,Shaly Sand
55.085585997260125,8.080657516983592,13.579138862840912,Shaly Sand
86.44427328698879,8.625148423842658,16.2634387653649,Shaly Sand
83.11531530744666,1.874795394727128,12.664936262704488,Shaly Sand
84.0736825579306,7.258467852438209,14.496580890121965,Shaly Sand
60.84877136269536,5.9540472560066044,16.799454835356343,Shaly Sand
63.784151893876064,4.995139970315254,12.017515666170826,Shaly Sand
95.79729279999356,7.156699121342135,17.101186844900997,Shaly Sand
79.40667269215018,13.393059580548567,15.950905502683296,Shaly Sand
90.22251046058936,9.922528583801029,17.38122488604287,Shaly Sand
80.42477564195691,6.28646303065161,16.559785335161653,Shaly Sand
80.44634209243618,9.717748344068475,19.41035107493461,Shaly Sand
142.50449005295815,1.9530890173180604,7.63420711779032,Shale
131.41188917749494,3.536652752527286,10.74975283829637,Shale
142.44595006064569,4.1857041546629965,6.708071641750929,Shale
150.86596058072774,3.718953310665067,6.401615986699493,Shale
140.9772014065141,3.9960476858058165,7.034512955635935,Shale
140.81183382407764,2.2432049114305395,6.0933427834825755,Shale
125.96016624386489,1.5781893332581562,8.245340631989592,Shale
126.74198164898104,4.501333651955487,11.24935691693912,Shale
111.94789456400613,2.6773201611578643,8.646158546232058,Shale
174.9915348637388,2.749166983544953,7.495292995747425,Shale
115.1227352921743,4.328194141849058,7.416377462168912,Shale
126.14189604408185,3.55623000940066,4.873618382606686,Shale
125.63185468861604,3.4558877720816077,9.766219554294318,Shale
157.89848753888882,5.165002344901084,7.8443256059743955,Shale
134.10100643415944,2.3564817696198572,7.639040172818749,Shale
164.95484145347467,3.927840128081237,14.38621513568972,Shale
126.53018751512263,3.0570131248970847,8.597505816731372,Shale
145.57988324447604,3.268592278863257,6.496417899809631,Shale
123.29305893480486,4.528468426412532,7.147284807588913,Shale
182.90298255546776,3.507835756289624,10.29689141839351,Shale
116.24803161940974,3.538296079049633,8.22654082107553,Shale
146.19641420454056,4.072507337309802,5.123444043365266,Shale
152.67553761864198,2.6350472704571146,9.838457869150407,Shale
148.27598194902995,2.1607903326609934,6.663711828922012,Shale
136.29424682244584,1.9551908059789664,11.74659555243509,Shale
137.40358600533148,1.0336434106239982,10.160096131429297,Shale
140.8762294395822,5.056207129940322,7.1053562086824975,Shale
137.05995996743022,1.8967916342783169,10.562032723470226,Shale
159.2775823358982,2.778746376414228,8.135711021054806,Shale
184.21046003182704,2.7231867001110794,9.705547350244439,Shale
128.85016429984333,3.3074066978091006,8.96946563458895,Shale
112.60394040841845,3.8157372125392968,6.307286690018253,Shale
138.2343590329749,3.8604734883597454,6.712900335365076,Shale
191.59418675308638,2.4169225614310617,10.059921635162322,Shale
123.92650864060539,2.8328782862135884,7.330449335786918,Shale
172.78233610888134,3.2825799504882998,7.1927030735160065,Shale
173.55401628152882,2.751308873816453,6.0897548413012945,Shale
128.9282351658401,4.607345576019993,8.847198131186921,Shale
151.3796615837055,3.4909749516382513,12.12504983848629,Shale
172.56793246257075,3.7348777860498172,5.864934171491454,Shale
132.41744518025027,3.662881268667413,8.048438913345516,Shale
135.92839279795277,4.173473857485325,10.824441110830858,Shale
128.36638172102712,3.1810215587037067,7.84071721750857,Shale
119.70486538614267,1.7031680520441534,8.904743592499468,Shale
127.01444909867986,3.3996879517526417,5.875212943706241,Shale
115.52119466475487,2.348643106208171,8.856614194415297,Shale
140.68166936518452,2.4713833182502434,7.625711469990902,Shale
124.60053537882716,3.586364018755093,9.971459991359726,Shale
144.67571823581494,4.238283071433636,10.374772103129501,Shale
108.88208707592746,3.0212715767360616,13.179127284037229,Shale
146.61760464428914,3.3088330125989636,9.15926634642715,Shale
156.67057923217848,4.702214944635238,8.651592633164332,Shale
100.12528714857089,3.2407531794885682,8.388768603154672,Shale
147.48113139695144,5.601683114180394,7.293667414378623,Shale
164.55337984946584,3.5655096456315443,8.676967686923382,Shale
115.8071796261759,1.2392372408441823,7.409197179721941,Shale
173.45144773675406,3.7533416211045325,8.336921952539228,Shale
148.3803801873209,3.3811583848827778,10.63519507121592,Shale
125.89976288483183,4.289752754082746,5.986914869440717,Shale
138.88461844684588,3.6731813512699585,10.27975712225809,Shale
151.16653825043446,2.861544016016226,10.634230134679731,Shale
141.52010782824823,1.7757017637106343,7.763862946017842,Shale
150.77511984892737,2.790976742713975,3.756290201982811,Shale
121.58652813841267,2.1494795457907,6.784356025811135,Shale
143.38721648072155,2.4194765501952773,10.593989093122218,Shale
111.7257100619004,3.5885784044206095,7.954263875402236,Shale
137.77547877302598,4.669904504351406,6.001395535410179,Shale
121.92184717070421,3.3946715298229813,6.990450157543565,Shale
